job_title,company_name,location,job_type,experience_level,education_req,salary_range,job_requirements,job_responsibilities,posted_date,source_platform,education_min,salary_avg_numeric,experience_group,req_sales,req_excel_office,req_komunikasi,req_english
Insurance Bussines Development,Power Vision,Prov. DKI-Jakarta,Tidak Disebutkan,2 tahun,S1,Rp 5.000.000 - Rp 7.500.000,Mempunyai Kendaraan  | Menyukai Tantangan | Mau untuk dibimbing dengan Mentor  | Mau berlajar hal Baru | Team Work,Melakukan pemasaran dan penjualan produk Asuransi | Menganalisa kebutuhan Calon nasabah | Menjelaskan produk asuransi secara detail | Membantu memberikan konsultasi perencanaan keuangan dan manajemen Resiko,2026-02-26,Karir.com,S1,6250000.0,Junior,0,0,0,0
Profesional Agen Asuransi,Power Vision,Jakarta Barat,Tidak Disebutkan,3 tahun,"S1, D3",Rp 7.000.000 - Rp 15.000.000,silahkan lampirkan  | Foto diri terbaru | CV terbaru yang lengkap | Tuliskan 3 impian anda dalam 5 Tahun kedepan,"Melakukan Meeting Rutin mingguan bersama leader (Melaporkan semua aktivitas mingguan dan mendiskusikan mengenai capaian), Aktivitas (Melakukan aktivitas penjualan /selling dan aktivitas rekrut tim), Training online or offline yang diadakan. | Memiliki komitmen yg tinggi terhadap pekerjaan dan memiliki attitude yang baik dalam bekerja dan membangun hubungan dengan semua orang.",2026-02-26,Karir.com,D3,11000000.0,Mid,0,0,0,0
Profesional Asuransi Jiwa,Power Vision,Jakarta Barat,Tidak Disebutkan,,"S1, D3",Rp 5.000.000 - Rp 10.000.000,"CV, pas foto terbaru, dan foto KTP","Meeting, Activity, Training",2026-02-26,Karir.com,D3,7500000.0,Unknown,0,0,0,0
MARKETING,PT Ara Samudra,Jakarta Pusat,Tidak Disebutkan,2 tahun,S1,Rp 6.000.000 - Rp 7.000.000,"Memiliki pengalaman marketing min 2 thn di bidang Supply Perbekalan dan Spare Part Kapal / Ship's store | Lebih disukai mempunyai banyak relasi dengan perusahaan pelayaran di indonesia dan luar negeri | Menguasai Bahasa Inggris (Min Pasif) | Berkepribadian baik, rapi dan cekatan | Kreatif, teliti, jujur, ulet, bertanggung jawab dan dapat dipercaya | Memiliki kemampuan komunikasi dan negosiasi yang baik | Analisa market kuat | Dapat bekerja dengan team maupun Individu | Mempunyai relasi yang luas",Memasarkan Produk Perusahaan | Mempertahankan File / Dokumen Penjualan | Mendukung Administrasi | Membuat Laporan Ke Manajemen (Mingguan & Bulanan) Semua Aktivitas Pemasaran | Mengatur Pertemuan Dengan Klien Potensi Baru (Melalui Email Atau Telepon),2026-02-26,Karir.com,S1,6500000.0,Junior,1,0,1,1
Admin Payroll,PT Qerja Manfaat Bangsa (QMB),Jakarta Barat,Tidak Disebutkan,2 tahun,S1,Rp 5.000.000 - Rp 5.729.876,"Pendidikan min S1 | Berpengalaman dibidang Payroll atau Administrasi personalia minimal 1 tahun | Disiplin, teliti, serta mampu bekerja mandiri maupun dalam tim | Penempatan di Kuningan, Jakarta Selatan",Bertanggung jawab database karyawan | Bertanggung jawab payroll area,2026-03-03,Karir.com,S1,5364938.0,Junior,0,0,0,0
DIGITAL MARKETING,PT Ara Samudra,Jakarta Pusat,Tidak Disebutkan,2 tahun,"S1, D3, SMA",Rp 4.500.000 - Rp 5.000.000,"Pengalaman min 2 tahun sebagai Digital Marketing /Content Creator/Digital Creative Planner/Social Media Specialist (copywriting, SEO/SEM, E-commerce, IG/FB Ads, Tik Tok Ads, Youtube Ads dll.) | Menguasai Tools Ads (FB Business, IG Ads, Google Ads Manager) dan E-Commerce. | Mahir dalam kemampuan edit Foto dan Video, manajemen media, koreksi warna. | Mahir menggunakan aplikasi desain grafis seperti Adobe Family, Illustrator, Corel Draw dan lainnya | Menguasai Digital Analytic dan memiliki planning skill yang baik | Menguasai pengembangan konsep dan perencanaan digital campaign | Menguasai Bahasa Inggris (Min Pasif) | Dapat bekerja dengan team maupun Individu | Ditempatkan di Jakarta Pusat",Perencanaan & Strategi Digital | Digital Advertising (Iklan Berbayar) | Content Marketing | Analisis & Reporting | Riset Pasar & Kompetitor,2026-02-26,Karir.com,SMA/SMK,4750000.0,Junior,1,0,0,1
Marketing Manager,PT Dunia Saftindo,Jakarta Pusat,Tidak Disebutkan,5 tahun,S1,Rp 10.000.000 - Rp 15.000.000,"Pendidikan Minimal S1 Marketing /Manajemen Bisnis | Pengalaman di bidang Marketing B2B minimal selama 5 tahun | Dapat mengoperasilan Computer Minimal Ms,Office( power Point). | Bisa berbahasa Inggris dengan baik ,di utamakan juga bisa berbahasa mandirin. | Berbadan sehat,ulet,jujur,Tanggung jawab, memiliki leadership yang kuat , tegas, Komunikatif serta siap bekerja di bawah tekanan sesuai target yang di tetapkan Perusahaan. | Siap di tempatkan di Jakarta serta rutin mengunjungi Pabrik di Dadap-Tanggerang maupun keluar kota lainnya termasuk cabang.","Menyusun dan menjalankan strategi pemasaran untuk meningkatkan penjualan & nama perusahaan. | Melakukan riset pasar, penelitian pelanggan, memantau kondisi /tren pasar & melakukan perubahan rencana pemasaran yang di perlukan. | Mengawasi semua kegiatan pemasaran,iklan & promosi. | Menyusun laporan dan evaluasi kinerja pemasaran secara berkala | Memastikan tercapainya target dan Planning marketing yang telah di tetapkan perusahaan",2026-02-26,Karir.com,S1,12500000.0,Mid,1,1,0,1
MARKETING AGRICULTURAL PRODUCT,PT Ara Samudra,Jakarta Pusat,Tidak Disebutkan,1 tahun,Apa Saja,Rp 4.000.000 - Rp 5.000.000,"Pria/Wanita | Pendidikan minimal SMA/SMK (D3/S1 Pertanian/Marketing lebih diutamakan) | Berpengalaman di bidang marketing produk pertanian menjadi nilai tambah | Memiliki kemampuan komunikasi dan negosiasi yang baik | Jujur, disiplin, dan target oriented","Memasarkan produk pertanian (sayuran & hasil tani lainnya) | Mencari dan menjaga hubungan dengan pelanggan (pasar, restoran, hotel, distributor) | Menyusun strategi penjualan dan pemasaran | Melakukan negosiasi harga dan kontrak | Membuat laporan penjualan secara berkala",2026-02-27,Karir.com,Apa Saja,4500000.0,Junior,1,0,1,0
MARKETING LENSA OPTIK,PT Ara Samudra,Jakarta Pusat,Tidak Disebutkan,,"S1, D3, SMA",Rp 4.000.000 - Rp 5.000.000,"Pendidikan minimal D3/S1 (diutamakan dari bidang pemasaran, komunikasi, atau optometri). | Pengalaman di bidang penjualan/marketing produk kesehatan atau optik menjadi nilai tambah. | Komunikatif, berpenampilan menarik, dan mampu bekerja secara mandiri maupun tim. | Memiliki kendaraan pribadi dan bersedia melakukan perjalanan dinas.","Mengembangkan strategi pemasaran dan promosi produk lensa optik. | Menjalin dan menjaga hubungan dengan optik, klinik mata, dan distributor. | Mencapai target penjualan sesuai rencana bisnis perusahaan. | Melakukan analisis pasar dan mengidentifikasi peluang penjualan baru.",2026-02-26,Karir.com,SMA/SMK,4500000.0,Unknown,1,0,1,0
Life Insurance Professional,Power Vision,Jakarta Barat,Tidak Disebutkan,1 tahun,"S2, S1, D3",Rp 5.000.000 - Rp 10.000.000,Melampirkan CV | Melampirkan foto diri yang jelas | Bersedia dihubungi melalui telp atau Whatsapp,Mengikuti meeting dan training rutin yang telah ditentukan  | Melakukan pertemuan untuk edukasi asuransi dan perencanaan keuangan  | Memberikan pelayanan asuransi yang profesional,2026-02-26,Karir.com,D3,7500000.0,Junior,0,0,0,0
Lifestyle Entrepreneur - Wealth Consultant,PT Buru Promo Indonesia,Jakarta Barat,Tidak Disebutkan,1 tahun,"S2, S1, D3",Rp 150.000 - Rp 10.000.000,"Pendidikan minimal D3, preferably S1 | Domisili Jakarta | Kemampuan komunikasi yang baik | Kemampuan organisasi yang baik | Untuk yang tidak memenuhi kriteria di atas mohon untuk tidak apply.  | Terima kasih.","Bosan Jadi ""Budak Korporat""? Saatnya Pindah Jalur! 🚀 | ​Di usia 23-35, tenaga lagi besar-besarnya, tapi kenapa waktu dan dompet seringnya terasa terbatas? | ​Industri Life Insurance bukan sekadar pekerjaan, ini adalah kendaraan menuju gaya hidup yang kamu impikan: | ​💰 Financial Freedom: Income yang berbanding lurus dengan kerja kerasmu. Nggak perlu nunggu naik jabatan setahun sekali. | ​⏰ Time Freedom: Kamu bosnya. Atur jadwal meeting sambil nemenin anak, hobi, atau traveling tanpa perlu drama pengajuan cuti. | ​📈 Personal Growth: Training eksklusif dan networking dengan orang-orang hebat. | ​Kami sedang mencari individu ambisius untuk bergabung sebagai Insurance Entrepreneur and Advisor. | ​Syarat: * Usia 24-35 tahun. | ​Punya mimpi besar & Growth Mindset. | ​Suka bertemu orang baru. | ​Jangan cuma jadi penonton kesuksesan orang lain. Apply sekarang! | Untuk teman-teman yang baru lulus kuliah, ini adalah kesempatan untuk memulai karir dengan potensi income yang besar.  | Mari bergabung dengan komunitas yang edukatif dan positif. Komunitas yang saling membangun dan menguatkan.  | Tolong hanya kandidat yang sesuai requirement yang mendaftar. Hanya 10 Position available!",2026-02-26,Karir.com,D3,5075000.0,Junior,0,0,1,0
Insurance Specialist,Power Vision,Prov. DKI-Jakarta,Tidak Disebutkan,2 tahun,"S2, S1, D3",Rp 7.500.000 - Rp 10.000.000,Punya kendaraan sendiri | Bisa mengoperasikan aplikasi aplikasi umum,Melakukan proses penjualan asuransi | Melakukan review penjualan dengan perekrut secara mingguan,2026-02-26,Karir.com,D3,8750000.0,Junior,0,0,0,0
Financial Advisor,Power Vision,Jakarta Barat,Tidak Disebutkan,3 tahun,"S1, D3, SMA",Rp 5.000.000 - Rp 10.000.000,bertanggung jawab dan orang yg mau berkembang,"Bertanggung jawab, kreaktif , mau belajar, ikut sistem, bisa kerja bersama, dan mau maju.",2026-02-26,Karir.com,SMA/SMK,7500000.0,Mid,0,0,0,0
Game Programmer,PT MAULANA INTERNATIONAL TECHNOLOGIES,Bekasi,Tidak Disebutkan,1 tahun,"S1, D3",Rp 4.000.000 - Rp 8.500.000,"Fasih dengan Unity: C# advanced, SOLID, architecture rapih, design patterns (State Machine, Observer, Command, Service Locator, Event Bus), ScriptableObjects (data-driven), Addressables (catalog, remote), Assembly Definitions, Asset Pipeline & Import Settings, PlayerLoop & Execution Order","Menulis, memperbaiki, dan memelihara kode program sesuai standar coding dan best practice yang ditetapkan Perusahaan | Menggunakan sistem version control (misal: Git) sesuai workflow yang berlaku (branching, commit message, pull request, dsb.) | Mengikuti penugasan dan prioritas yang diberikan oleh PM atau atasan langsung | Mengisi dokumentasi teknis minimal yang wajar sehingga kode dapat dipahami dan dilanjutkan oleh programmer lain | Melaporkan secara jujur estimasi waktu pengerjaan, kendala teknis, dan risiko keterlambatan kepada PM/atasan",2026-02-26,Karir.com,D3,6250000.0,Junior,0,0,0,0
FINANCIAL PLANNER,Power Vision,Prov. Riau,Tidak Disebutkan,2 tahun,SMA,Rp 5.000.000 - Rp 10.000.000,TANGGUNGJAWAB | DISIPLIN | IKUT SISTEM | JUJUR | SUKA BERGAUL | SUKA BELAJAR,IKUT SISTEM | TANGGUNGJAWAB | SUKA BELAJAR | SUKA BERGAUL | JUJUR | DISIPLIN,2026-02-26,Karir.com,SMA/SMK,7500000.0,Junior,0,0,0,0
Marketing Specialist,PT SAHABAT SETIA ABBY,Tangerang,Tidak Disebutkan,1 tahun,S1,Rp 4.500.000 - Rp 6.500.000,"Bachelor in communication, journalism, or PR related | Minimum 1 year experience","Conduct market research on parents, caregivers, and consumer trends in the baby care category | Define target audiences, brand positioning, and key messaging aligned with brand values (safety, trust, quality, care) | Plan and manage integrated marketing campaigns (digital, social media, influencer, retail, and content marketing) | Collaborate with product development, sales, and creative teams to ensure consistent brand communication | Ability to reach out to distribution channels | Analyze campaign performance, consumer insights, and sales data to optimize marketing efforts | Manage marketing budgets and ensure cost-effective use of resources | Monitor competitors, industry trends, and regulatory considerations relevant to baby products | Build partnerships with parenting communities, influencers, healthcare professionals, and retail partners",2026-02-26,Karir.com,S1,5500000.0,Junior,1,0,1,0
Social Media Specialist,PT SAHABAT SETIA ABBY,Tangerang,Tidak Disebutkan,1 tahun,S1,Rp 4.500.000 - Rp 6.500.000,,"We're a growing baby products on a mission to create safe, thoughtful, and parent-approved essentials. We're building our brand from the ground up and are looking for someone who's excited to grow with us and make a real impact. | Plan and execute content calendars (posts, reels, stories, short videos) across social media | Create and manage content calendars aligned with brand campaigns and product launches | Engage daily with followers: comments, DMs, and community interactions in a brand-safe and empathetic tone | Monitor social trends, platform updates, and competitor activity | Manage product listings, descriptions, images, and basic store updates on Shopify | Ensure social media content aligns with product availability, pricing, and campaigns on Shopify | Track traffic, engagement, and conversion performance from social media to Shopify | Analyze social media metrics (reach, engagement, follower growth) | Assist during photoshoot ensuring content needs are met for social use",2026-02-26,Karir.com,S1,5500000.0,Junior,0,0,0,0
agen asuransi syariah,Power Vision,Malang,Tidak Disebutkan,,"S1, D3",Rp 7.000.000 - Rp 10.000.000,lampirkan CV | ktp | pas foto,bersedia melakukan meeting rutin bersama leader  | bersedia menghadiri training online dan offline | komitmen untuk melakukan aktivitas penjualan dan rekruitmen  | melakukan service excellent kepada client,2026-02-26,Karir.com,D3,8500000.0,Unknown,0,0,0,0
SPV Resto,PT Tirta Gracia Fiesta,Jakarta Selatan,Tidak Disebutkan,1 tahun,"S1, Apa Saja",Rp 5.000.000 - Rp 6.000.000,optional,mengatur operasional resto | menjaga produktivitas tim,2026-02-26,Karir.com,Apa Saja,5500000.0,Junior,0,0,0,0
cook helper,PT Tirta Gracia Fiesta,Jakarta Selatan,Tidak Disebutkan,,Apa Saja,Rp 2.000.000 - Rp 3.000.000,"Mau belajar, jujur, semangat tinggi, inisiatif, komunikatif, teliti, cekatan | Pengalaman min 1th (fresh graduate dipertimbangkan) | Bersedia bekerja shift dan masuk di hari libur (Sabtu/Minggu) atau hari libur nasional | Penempatan di outlet manapun area Jakarta Selatan dan Jakarta Barat",Membantu Cook dalam menyiapkan bahan masakan | Bisa menggantikan Cook jika cook sedang off (untuk yang bisa pegang wok) | Bekerja sesuai dengan jadwal dan tugas sebagaimana diberikan oleh Leader,2026-02-26,Karir.com,Apa Saja,2500000.0,Unknown,0,0,0,0
WAITER,PT Tirta Gracia Fiesta,Jakarta Selatan,Tidak Disebutkan,,Apa Saja,Rp 2.200.000 - Rp 3.000.000,Menerima customer yang datang dan mengantar customer ketempat duduk | Mencatat orderan customer dan menginfokan orderan ke kitchen untuk di proses pesanan | Mengantar dan minuman sesuai dengan orderan customer,"Berpenampilan rapi | Berkomunikasi dengan baik dan sopan. | Mampu bekerja secara tim, jujur, mau belajar",2026-02-26,Karir.com,Apa Saja,2600000.0,Unknown,0,0,0,0
Manager Resto,PT Tirta Gracia Fiesta,Jakarta Selatan,Tidak Disebutkan,2 tahun,"S1, Apa Saja",Rp 6.000.000 - Rp 7.000.000,optional,Mengatur operasional resto | menjaga produktivitas tim | Memberikan arahan seputar resto,2026-03-03,Karir.com,Apa Saja,6500000.0,Junior,0,0,0,0
staff gudang,PT Tirta Gracia Fiesta,Jakarta Selatan,Tidak Disebutkan,,Apa Saja,Rp 4.500.000 - Rp 6.000.000,Pendidikan minimal SMK/SMA | Memiliki pengalaman kerja posisi yang sama (lebih disukai) | Memiliki komunikasi yang baik. | Bersedia ditempatkan sesuai kebutuhan perusahaan,"Mengkoordinir perintah muat DO & surat jalan | Melakukan Audit Stock gudang harian & bulanan (stock opname) | Melakukan konfirmasi followup kepada customer | Melakukan packing, loading, unloading, inbound, outbond",2026-02-27,Karir.com,Apa Saja,5250000.0,Unknown,0,0,1,0
HRD,PT Bakoel Retail Indonesia,Tangerang,Tidak Disebutkan,1 tahun,"S1, D3",Rp 3.900.000 - Rp 5.000.000,"Pendidikan minimal S1 Psikologi/Manajemen SDM/Ilmu Kesejahteraan Sosial/ Jurusan terkait | Memiliki pengalaman minimal 1 tahun pengalaman di bidang HRD khususnya Training & Development lebih disukai (Fresh Graduate welcome to apply) | Memahami proses Training Need Analysis (TNA) | Kemampuan menyusun program training, modul, materi dan silabus pelatihan | Kemapuan mengelola administrasi dan databse karyawan Ms. Office (EXcel, Word, Power Point) | Rajin, Disiplin, Tanggung Jawab dan Jujur","Menyusun rencana program pelatihan secara mingguan dan bulanan sesuai dengan kebutuhan di operasional | Mengatur dan mengoordinasikan jadwal pelatihan, termasuk penentuan tempat, trainer, materi, dan peserta pelatihan. | Menyusun serta mendukung pengembangan modul, materi, dan silabus pelatihan sesuai standar kompetensi yang ditetapkan. | Melakukan evaluasi efektivitas pelatihan melalui pre-test, post-test, serta pengumpulan dan analisis umpan balik peserta. | Mengelola dan memelihara database pelatihan karyawan secara akurat dan terstruktur. | Menyusun laporan perkembangan pelatihan serta mengidentifikasi karyawan yang berpotensi untuk dikembangkan lebih lanjut.",2026-02-26,Karir.com,D3,4450000.0,Junior,0,1,0,0
Marketing Design,PT Bakoel Retail Indonesia,Tangerang,Tidak Disebutkan,3 tahun,S1,Rp 4.000.000 - Rp 5.000.000,"Minimal memiliki pengalaman 3–5 tahun di bidang desain | Kreatif, inovatif, dan mampu menghasilkan ide visual yang menarik dan kuat | Menguasai Canva dan Adobe Illustrator (nilai tambah jika menguasai software desain lainnya) | Memiliki pemahaman yang baik tentang desain media sosial dan tren visual terkini | Berpengalaman dalam mendesain postcard, kaos, serta berbagai produk merchandise | Teliti, detail-oriented, dan mampu bekerja sesuai dengan tenggat waktu","Menciptakan desain grafis yang menarik untuk pemasaran produk. | Kemampuan untuk mencari, memperoleh, dan mengkoordinasikan dengan vendor untuk berbagai produk seperti Merchandise (T-Shirt, Totebag, dll). | Merencanakan, mengembangkan, mengimplementasikan, dan melaksanakan rencana pemasaran strategis. | Keahlian dalam berbahasa Mandarin merupakan nilai tambah (untuk komunikasi dengan supplier). | Dapat mengoperasikan dan membuat konten di Instagram dan TikTok menjadi nilai Plus | Wajib memiliki Portofolio",2026-02-25,Karir.com,S1,4500000.0,Mid,0,0,1,0
